role,generation,mean_fitness,size,optimal_genotype,interaction_values
predator,7,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,8,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,9,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,10,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,11,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,12,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,13,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,14,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,15,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,16,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,17,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,18,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,19,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,20,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,21,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,22,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,23,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,24,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,25,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,26,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,27,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,28,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,29,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,30,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,31,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,32,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,33,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,34,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,35,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,36,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,37,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,38,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,39,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,40,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,41,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,42,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,43,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,44,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,45,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,46,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,47,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,48,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,49,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,50,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,51,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,52,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,53,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,54,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,55,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,56,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,57,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,58,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,59,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,60,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,61,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,62,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,63,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,64,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,65,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,66,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,67,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,68,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,69,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,70,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,71,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,72,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,73,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,74,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,75,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,76,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,77,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,78,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,79,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,80,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,81,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,82,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,83,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,84,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,85,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,86,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,87,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,88,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,89,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,90,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,91,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,92,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,93,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,94,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,95,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,96,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,97,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,98,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,99,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,100,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,101,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,102,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,103,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,104,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,105,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,106,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,107,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,108,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,109,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,110,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,111,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,112,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,113,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,114,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,115,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,116,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,117,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,118,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,119,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,120,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,121,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,122,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,123,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,124,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,125,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,126,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,127,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,128,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,129,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,130,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,131,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,132,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,133,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,134,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,135,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,136,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,137,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,138,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,139,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,140,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,141,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,142,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,143,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,144,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,145,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,146,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,147,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,148,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,149,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,150,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,151,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,152,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,153,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,154,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,155,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,156,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,157,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,158,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,159,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,160,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,161,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,162,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,163,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,164,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,165,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,166,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,167,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,168,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,169,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,170,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,171,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,172,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,173,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,174,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,175,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,176,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,177,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,178,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,179,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,180,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,181,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,182,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,183,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,184,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,185,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,186,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,187,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,188,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,189,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,190,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,191,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,192,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,193,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,194,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,195,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,196,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,197,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,198,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
predator,199,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 0.9)"
prey,0,0.15031558709806828,200,[1.37789034 1.29752659 1.23514377 1.49880928 1.06497046],"(-0.4, 1.0)"
prey,1,0.07573986703275498,45,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,2,0.0,3,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,3,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,4,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,5,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,6,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,7,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,8,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,9,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,10,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,11,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,12,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,13,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,14,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,15,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,16,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,17,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,18,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,19,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,20,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,21,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,22,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,23,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,24,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,25,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,26,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,27,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,28,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,29,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,30,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,31,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,32,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,33,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,34,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,35,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,36,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,37,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,38,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,39,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,40,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,41,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,42,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,43,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,44,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,45,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,46,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,47,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,48,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,49,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(-0.4, 1.0)"
