role,generation,mean_fitness,size,optimal_genotype,interaction_values
predator,188,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,189,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,190,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,191,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,192,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,193,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,194,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,195,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,196,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,197,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,198,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,199,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,0,0.030735838296794552,200,[2.56466408 2.84548018 2.58489688 2.33507601 2.1142223 ],"(-0.9, 0.3)"
prey,1,0.0,4,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,2,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,3,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,4,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,5,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,6,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,7,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,8,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,9,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,10,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,11,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,12,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,13,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,14,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,15,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,16,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,17,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,18,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,19,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,20,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,21,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,22,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,23,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,24,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,25,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,26,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,27,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,28,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,29,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,30,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,31,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,32,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,33,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,34,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,35,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,36,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,37,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,38,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,39,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,40,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,41,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,42,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,43,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,44,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,45,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,46,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,47,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,48,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,49,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,147,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,148,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,149,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,150,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,151,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,152,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,153,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,154,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,155,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,156,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,157,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,158,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,159,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,160,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,161,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,162,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,163,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,164,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,165,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,166,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,167,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,168,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,169,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,170,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,171,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,172,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,173,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,174,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,175,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,176,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,177,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,178,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,179,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,180,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,181,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,182,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,183,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,184,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,185,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,186,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,187,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,188,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,189,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,190,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,191,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,192,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,193,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,194,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,195,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,196,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,197,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,198,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
prey,199,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,0,0.03269207307347575,200,[2.47434715 2.44785919 2.49876967 2.53299026 2.31076702],"(-0.9, 0.3)"
predator,1,0.02909529275473651,11,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,2,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,3,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,4,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,5,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,6,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,7,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,8,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,9,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,10,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,11,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,12,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,13,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,14,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,15,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,16,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,17,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,18,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,19,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,20,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,21,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,22,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,23,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,24,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,25,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,26,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,27,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,28,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,29,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,30,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,31,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,32,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,33,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,34,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,35,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,36,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,37,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,38,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,39,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,40,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,41,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,42,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,43,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,44,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,45,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,46,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,47,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,48,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,49,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,50,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,51,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,52,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,53,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,54,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,55,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,56,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,57,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,58,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,59,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,60,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,61,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,62,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,63,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,64,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,65,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,66,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,67,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,68,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,69,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,70,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,71,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,72,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,73,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,74,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,75,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,76,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,77,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,78,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,79,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,80,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,81,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,82,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,83,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,84,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,85,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,86,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,87,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,88,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,89,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,90,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,91,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,92,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,93,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,94,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,95,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,96,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,97,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,98,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,99,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,100,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,101,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,102,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,103,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,104,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,105,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,106,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,107,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,108,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,109,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,110,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,111,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,112,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,113,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,114,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,115,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,116,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,117,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,118,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,119,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,120,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,121,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,122,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,123,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,124,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,125,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
predator,126,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.3)"
