role,generation,mean_fitness,size,optimal_genotype,fitness_coefficients
predator,143,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,144,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,145,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,146,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,147,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,148,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,149,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,150,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,151,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,152,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,153,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,154,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,155,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,156,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,157,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,158,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,159,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,160,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,161,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,162,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,163,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,164,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,165,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,166,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,167,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,168,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,169,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,170,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,171,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,172,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,173,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,174,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,175,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,176,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,177,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,178,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,179,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,180,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,181,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,182,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,183,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,184,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,185,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,186,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,187,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,188,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,189,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,190,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,191,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,192,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,193,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,194,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,195,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,196,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,197,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,198,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
predator,199,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 0.9)"
prey,0,0.11782755896707081,200,[0.79403009 0.81123671 0.63250877 0.91671828 0.97907431],"(0.7, 1.0)"
prey,1,0.0,34,[0.84276809 0.85336362 0.6575526  0.96578935 0.98394315],"(0.7, 1.0)"
prey,2,0.0,0,[0.85823431 0.8673954  0.70616409 0.97345759 1.        ],"(0.7, 1.0)"
prey,3,0.0,0,[0.89699384 0.89373385 0.72199994 0.9863655  1.        ],"(0.7, 1.0)"
prey,4,0.0,0,[0.93352919 0.89585059 0.72255991 1.         1.        ],"(0.7, 1.0)"
prey,5,0.0,0,[0.97911691 0.93339701 0.72575607 1.         1.        ],"(0.7, 1.0)"
prey,6,0.0,0,[0.99164413 0.95008912 0.7493186  1.         1.        ],"(0.7, 1.0)"
prey,7,0.0,0,[1.         0.98378101 0.759853   1.         1.        ],"(0.7, 1.0)"
prey,8,0.0,0,[1.         1.         0.80036068 1.         1.        ],"(0.7, 1.0)"
prey,9,0.0,0,[1.         1.         0.80129692 1.         1.        ],"(0.7, 1.0)"
prey,10,0.0,0,[1.         1.         0.81201233 1.         1.        ],"(0.7, 1.0)"
prey,11,0.0,0,[1.         1.         0.81727756 1.         1.        ],"(0.7, 1.0)"
prey,12,0.0,0,[1.         1.         0.85345647 1.         1.        ],"(0.7, 1.0)"
prey,13,0.0,0,[1.         1.         0.90308283 1.         1.        ],"(0.7, 1.0)"
prey,14,0.0,0,[1.         1.         0.90787631 1.         1.        ],"(0.7, 1.0)"
prey,15,0.0,0,[1.         1.         0.93245327 1.         1.        ],"(0.7, 1.0)"
prey,16,0.0,0,[1.         1.         0.97108765 1.         1.        ],"(0.7, 1.0)"
prey,17,0.0,0,[1.         1.         0.99894286 1.         1.        ],"(0.7, 1.0)"
prey,18,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,19,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,20,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,21,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,22,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,23,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,24,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,25,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,26,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,27,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,28,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,29,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,30,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,31,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,32,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,33,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,34,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,35,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,36,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,37,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,38,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,39,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,40,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,41,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,42,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,43,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,44,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,45,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,46,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,47,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,48,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,49,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,147,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,148,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,149,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,150,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,151,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,152,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,153,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,154,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,155,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,156,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,157,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,158,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,159,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,160,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,161,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,162,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,163,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,164,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,165,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,166,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,167,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,168,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,169,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,170,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,171,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,172,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,173,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,174,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,175,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,176,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,177,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,178,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,179,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,180,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,181,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,182,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,183,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,184,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,185,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,186,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,187,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,188,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,189,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,190,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,191,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,192,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,193,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,194,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,195,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,196,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,197,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,198,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
prey,199,0.0,0,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,0,0.3321120454405485,200,[0.86954176 0.72582767 0.70181561 0.74374027 1.11371242],"(0.7, 1.0)"
predator,1,0.3973374863063888,125,[0.88469504 0.75773889 0.71931595 0.7901589  1.        ],"(0.7, 1.0)"
predator,2,0.3968551474064254,111,[0.88471556 0.78754802 0.7651131  0.8045556  1.        ],"(0.7, 1.0)"
predator,3,0.4318996676071218,86,[0.91387532 0.79904609 0.7725198  0.8372471  1.        ],"(0.7, 1.0)"
predator,4,0.45943868049910186,71,[0.94709253 0.80974871 0.79416235 0.84713065 1.        ],"(0.7, 1.0)"
predator,5,0.49151897844634646,70,[0.99213593 0.82539599 0.82287045 0.87216841 1.        ],"(0.7, 1.0)"
predator,6,0.5116155450237657,85,[1.         0.84684449 0.86610996 0.90690201 1.        ],"(0.7, 1.0)"
predator,7,0.5231740269917466,88,[1.         0.86716449 0.90263797 0.95517492 1.        ],"(0.7, 1.0)"
predator,8,0.5047860986355626,103,[1.         0.90246111 0.93029162 0.98201551 1.        ],"(0.7, 1.0)"
predator,9,0.5148964032361595,125,[1.         0.93097309 0.95870968 1.         1.        ],"(0.7, 1.0)"
predator,10,0.5167159239468492,121,[1.         0.95658885 0.98279496 1.         1.        ],"(0.7, 1.0)"
predator,11,0.5316613840745106,109,[1.         0.95881258 1.         1.         1.        ],"(0.7, 1.0)"
predator,12,0.5560589033826987,119,[1.         0.97391652 1.         1.         1.        ],"(0.7, 1.0)"
predator,13,0.5651089272882783,125,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,14,0.5801452062523518,129,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,15,0.5908375839125433,138,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,16,0.5973376179018345,151,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,17,0.6386315233826718,167,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,18,0.6570806320114385,222,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,19,0.6683520110990996,282,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,20,0.6803237679247903,374,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,21,0.6851505812303404,424,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,22,0.6945671764645154,594,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,23,0.7042060373690886,708,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,24,0.7129838314532153,899,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,25,0.7159716313184482,1106,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,26,0.7182117806903914,1502,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,27,0.7214459758783337,1887,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,28,0.7267280601853491,2207,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,29,0.733684966430888,2608,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,30,0.7366042985232826,2979,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,31,0.7370332114575412,3338,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,32,0.740036227270554,3556,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,33,0.7447809007740296,3712,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,34,0.7474343208121047,3889,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,35,0.7494672041453314,3841,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,36,0.7530153627727929,3956,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,37,0.754206790054802,3997,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,38,0.756572803978777,4047,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,39,0.7552338378107687,4035,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,40,0.7566247549243459,4177,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,41,0.757840406053259,4034,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,42,0.7592216825716948,4132,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,43,0.7608071490537482,4224,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,44,0.7617807143178643,4193,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,45,0.7662169109343866,4306,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,46,0.7680939535547633,4269,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,47,0.7677270234692333,4387,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,48,0.7700019349093186,4294,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,49,0.7694172345737769,4254,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,50,0.7724748389018273,4358,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,51,0.7716150972357164,4265,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,52,0.7721914319791262,4163,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,53,0.7760030362944569,4327,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,54,0.7773509895015933,4449,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,55,0.7741589320219991,4616,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,56,0.7750509613096405,4446,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,57,0.776178109290799,4451,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,58,0.7770304204205348,4338,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,59,0.7784421660654506,4482,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,60,0.7795238534492442,4445,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,61,0.7818485989169482,4482,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,62,0.781998586625377,4449,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,63,0.7822545052283608,4361,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,64,0.7811207484079767,4477,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,65,0.781852305038861,4440,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,66,0.7797723438083398,4391,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,67,0.779248761584781,4459,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,68,0.7794777726011547,4435,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,69,0.7776325255866832,4402,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,70,0.7777854656065072,4552,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,71,0.7804843075538924,4579,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,72,0.7792375574654988,4436,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
predator,73,0.7800771365715016,4473,[1. 1. 1. 1. 1.],"(0.7, 1.0)"
