role,generation,mean_fitness,size,optimal_genotype,fitness_coefficients
prey,4,0.0,0,[0.2881478  0.42378549 0.3094335  0.4296536  0.38924885],"(0.3, 0.5)"
prey,5,0.0,0,[0.33768524 0.46792665 0.33308303 0.45563785 0.39877766],"(0.3, 0.5)"
prey,6,0.0,0,[0.38266088 0.51497065 0.36662627 0.48885904 0.42141537],"(0.3, 0.5)"
prey,7,0.0,0,[0.42513437 0.54203083 0.40681927 0.5143033  0.42453759],"(0.3, 0.5)"
prey,8,0.0,0,[0.42939155 0.55717809 0.44404912 0.56252491 0.46043111],"(0.3, 0.5)"
prey,9,0.0,0,[0.4479779  0.55806378 0.47920911 0.56360991 0.49199052],"(0.3, 0.5)"
prey,10,0.0,0,[0.47803246 0.60049411 0.52364121 0.58780241 0.52841164],"(0.3, 0.5)"
prey,11,0.0,0,[0.48225101 0.63474442 0.55902887 0.60580203 0.53224781],"(0.3, 0.5)"
prey,12,0.0,0,[0.52582543 0.64661872 0.60797485 0.62512044 0.54561075],"(0.3, 0.5)"
prey,13,0.0,0,[0.57084104 0.67985962 0.61323583 0.65872143 0.57738214],"(0.3, 0.5)"
prey,14,0.0,0,[0.58425356 0.72982643 0.62200254 0.65922715 0.58482258],"(0.3, 0.5)"
prey,15,0.0,0,[0.5998133  0.74027934 0.66442665 0.7045281  0.61190243],"(0.3, 0.5)"
prey,16,0.0,0,[0.60281873 0.78607609 0.69519922 0.71416266 0.64222173],"(0.3, 0.5)"
prey,17,0.0,0,[0.60550358 0.79138837 0.7038828  0.74867121 0.67450152],"(0.3, 0.5)"
prey,18,0.0,0,[0.64716316 0.81272789 0.73631956 0.78503463 0.70618923],"(0.3, 0.5)"
prey,19,0.0,0,[0.69310053 0.8347466  0.76375855 0.82484892 0.73534261],"(0.3, 0.5)"
prey,20,0.0,0,[0.70806295 0.87215189 0.77417244 0.83510992 0.74481857],"(0.3, 0.5)"
prey,21,0.0,0,[0.74792979 0.88562278 0.81854452 0.84197509 0.76163585],"(0.3, 0.5)"
prey,22,0.0,0,[0.77257461 0.89466651 0.85528261 0.85458229 0.78617637],"(0.3, 0.5)"
prey,23,0.0,0,[0.81628305 0.93006355 0.89096522 0.86720237 0.81901713],"(0.3, 0.5)"
prey,24,0.0,0,[0.83069128 0.96025957 0.89344489 0.87193642 0.82065996],"(0.3, 0.5)"
prey,25,0.0,0,[0.86495135 1.         0.92800019 0.91609608 0.86806989],"(0.3, 0.5)"
prey,26,0.0,0,[0.91228128 1.         0.93898429 0.93855025 0.90789248],"(0.3, 0.5)"
prey,27,0.0,0,[0.94976199 1.         0.97047791 0.95653972 0.92818308],"(0.3, 0.5)"
prey,28,0.0,0,[0.95794578 1.         0.97376782 0.99183898 0.94009355],"(0.3, 0.5)"
prey,29,0.0,0,[0.98416152 1.         1.         1.         0.98214892],"(0.3, 0.5)"
prey,30,0.0,0,[1.         1.         1.         1.         0.98367181],"(0.3, 0.5)"
prey,31,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,32,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,33,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,34,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,35,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,36,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,37,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,38,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,39,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,40,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,41,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,42,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,43,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,44,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,45,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,46,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,47,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,48,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,49,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,147,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,148,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,149,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,150,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,151,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,152,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,153,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,154,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,155,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,156,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,157,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,158,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,159,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,160,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,161,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,162,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,163,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,164,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,165,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,166,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,167,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,168,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,169,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,170,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,171,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,172,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,173,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,174,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,175,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,176,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,177,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,178,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,179,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,180,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,181,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,182,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,183,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,184,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,185,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,186,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,187,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,188,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,189,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,190,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,191,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,192,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,193,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,194,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,195,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,196,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,197,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,198,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
prey,199,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,0,0.07332552228279832,200,[0.36438574 0.20976611 0.17057774 0.23946826 0.43089865],"(0.3, 0.5)"
predator,1,0.15415684553125478,19,[0.40729268 0.230163   0.2195908  0.27197392 0.46799977],"(0.3, 0.5)"
predator,2,0.23629611441817547,4,[0.43224812 0.23567012 0.2390666  0.28402714 0.46878456],"(0.3, 0.5)"
predator,3,0.0,0,[0.45726264 0.2564279  0.24752675 0.2934035  0.46931215],"(0.3, 0.5)"
predator,4,0.0,0,[0.46304292 0.27585945 0.24938784 0.33928354 0.50296771],"(0.3, 0.5)"
predator,5,0.0,0,[0.48614489 0.32101084 0.25193051 0.38246138 0.5200151 ],"(0.3, 0.5)"
predator,6,0.0,0,[0.5279219  0.36909148 0.2906846  0.41355821 0.55035475],"(0.3, 0.5)"
predator,7,0.0,0,[0.54711925 0.39131353 0.29776546 0.41868303 0.577128  ],"(0.3, 0.5)"
predator,8,0.0,0,[0.59675053 0.42623043 0.31245519 0.45228566 0.61223583],"(0.3, 0.5)"
predator,9,0.0,0,[0.60493135 0.4545106  0.33765084 0.45296134 0.63037912],"(0.3, 0.5)"
predator,10,0.0,0,[0.62075408 0.47161992 0.34737401 0.48105874 0.64610733],"(0.3, 0.5)"
predator,11,0.0,0,[0.64206897 0.4937367  0.38080756 0.49682956 0.6802373 ],"(0.3, 0.5)"
predator,12,0.0,0,[0.66314453 0.49845657 0.38709285 0.51755127 0.71835952],"(0.3, 0.5)"
predator,13,0.0,0,[0.70343272 0.539719   0.43050301 0.53825784 0.75325274],"(0.3, 0.5)"
predator,14,0.0,0,[0.74222634 0.56205819 0.45287802 0.58600899 0.79923449],"(0.3, 0.5)"
predator,15,0.0,0,[0.77369752 0.5749039  0.49291815 0.61761511 0.82441016],"(0.3, 0.5)"
predator,16,0.0,0,[0.80757069 0.60119242 0.52882324 0.64668781 0.87179864],"(0.3, 0.5)"
predator,17,0.0,0,[0.85217363 0.63783629 0.55424101 0.6962794  0.88510404],"(0.3, 0.5)"
predator,18,0.0,0,[0.859199   0.65998384 0.58231293 0.73873158 0.90728633],"(0.3, 0.5)"
predator,19,0.0,0,[0.9072099  0.69300063 0.60844841 0.73991118 0.92797297],"(0.3, 0.5)"
predator,20,0.0,0,[0.91349068 0.70855098 0.65274451 0.77865761 0.96473553],"(0.3, 0.5)"
predator,21,0.0,0,[0.94282809 0.71369624 0.68925102 0.79801991 1.        ],"(0.3, 0.5)"
predator,22,0.0,0,[0.94660475 0.74458957 0.72254391 0.81695362 1.        ],"(0.3, 0.5)"
predator,23,0.0,0,[0.95651506 0.75178973 0.7725173  0.84807242 1.        ],"(0.3, 0.5)"
predator,24,0.0,0,[0.98147356 0.78182006 0.77564129 0.88413364 1.        ],"(0.3, 0.5)"
predator,25,0.0,0,[1.         0.81693631 0.81823976 0.90196408 1.        ],"(0.3, 0.5)"
predator,26,0.0,0,[1.         0.84943392 0.85592817 0.93306454 1.        ],"(0.3, 0.5)"
predator,27,0.0,0,[1.         0.85505321 0.86935341 0.95768463 1.        ],"(0.3, 0.5)"
predator,28,0.0,0,[1.         0.87723829 0.91391911 0.97825115 1.        ],"(0.3, 0.5)"
predator,29,0.0,0,[1.         0.91015827 0.92825745 1.         1.        ],"(0.3, 0.5)"
predator,30,0.0,0,[1.         0.95289202 0.95978525 1.         1.        ],"(0.3, 0.5)"
predator,31,0.0,0,[1.         0.99827956 0.99627378 1.         1.        ],"(0.3, 0.5)"
predator,32,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,33,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,34,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,35,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,36,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,37,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,38,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,39,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,40,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,41,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,42,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,43,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,44,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,45,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,46,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,47,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,48,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,49,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,50,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,51,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,52,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,53,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,54,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,55,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,56,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,57,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,58,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,59,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,60,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,61,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,62,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,63,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,64,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,65,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,66,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,67,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,68,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,69,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,70,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,71,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,72,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,73,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,74,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,75,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,76,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,77,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,78,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,79,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,80,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,81,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,82,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,83,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,84,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,85,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,86,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,87,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,88,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,89,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,90,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,91,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,92,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,93,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,94,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,95,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,96,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,97,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,98,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,99,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,100,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,101,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,102,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,103,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,104,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,105,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,106,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,107,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,108,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,109,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,110,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,111,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,112,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,113,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,114,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,115,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,116,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,117,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,118,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,119,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,120,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,121,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,122,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,123,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,124,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,125,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,126,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,127,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,128,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,129,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,130,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
predator,131,0.0,0,[1. 1. 1. 1. 1.],"(0.3, 0.5)"
